country,date,document_number,error,language,listing_url,organization,provider,query,record_id,source_type,status,title,topics,url
World,2010-10-08,85031,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/699411468162844279/pdf/850310IFC2520F0ox0382141B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/699411468162844279/International-Finance-Corporation-IFC-Board-of-Governors-resolution-no-252-Financial-statements-accountants-report-administrative-budget-and-designations-of-retained-earnings,World Bank,World Bank Documents & Reports,conflict resolution,19753581,Board Report,FAILED,"International Finance Corporation (IFC) Board of Governors resolution ; no. 252 : Financial statements, accountant's report, administrative budget and designations of retained earnings","Post Conflict Reconstruction,Microfinance,Corporate Law,Bankruptcy and Resolution of Financial Distress,Debt Markets",https://documents.worldbank.org/curated/en/699411468162844279/pdf/850310IFC2520F0ox0382141B00PUBLIC0.pdf
World,1950-09-14,83451,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/252251468147869623/pdf/834510BR0IBRD50ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/252251468147869623/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-54-financial-statements-and-budget,World Bank,World Bank Documents & Reports,conflict resolution,18825841,Official publication,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 54 : financial statements and budget,"Post Conflict Reconstruction,Public Sector Corruption & Anticorruption Measures,Corporate Law,Privatization,Debt Markets",https://documents.worldbank.org/curated/en/252251468147869623/pdf/834510BR0IBRD50ox0382087B00PUBLIC0.pdf
World,1981-10-02,85265,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/810831468331886828/pdf/852650IBRD37600PUBLIC00Box0382158B.pdf,English,http://documents.worldbank.org/curated/en/810831468331886828/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-376-Procedures-Governing-Attendance-at-Meetings,World Bank,World Bank Documents & Reports,conflict resolution,19425208,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 376 : Procedures Governing Attendance at Meetings,Judicial System Reform,https://documents.worldbank.org/curated/en/810831468331886828/pdf/852650IBRD37600PUBLIC00Box0382158B.pdf
India,1958-10-10,83603,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/603001468268809471/pdf/836030BR0IBRD10ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/603001468268809471/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-126-appreciation,World Bank,World Bank Documents & Reports,conflict resolution,19189986,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 126 : appreciation,"Investment and Investment Climate,Parliamentary Government,Post Conflict Reconstruction,E-Finance and E-Security,Debt Markets",https://documents.worldbank.org/curated/en/603001468268809471/pdf/836030BR0IBRD10ox0382087B00PUBLIC0.pdf
World,1957-01-31,84405,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/820601468315322267/pdf/844050IFC50IFC0ox0382141B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/820601468315322267/International-Finance-Corporation-IFC-Board-of-Governors-resolution-no-5-IFC-agreement-with-United-Nations,World Bank,World Bank Documents & Reports,conflict resolution,19613468,Board Report,FAILED,International Finance Corporation (IFC) Board of Governors resolution ; no. 5 : IFC agreement with United Nations,"Parliamentary Government,Post Conflict Reconstruction,E-Finance and E-Security,Corporate Law,Debt Markets",https://documents.worldbank.org/curated/en/820601468315322267/pdf/844050IFC50IFC0ox0382141B00PUBLIC0.pdf
World,1990-09-25,85345,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/969231468148157922/pdf/853450IBRD44300PUBLIC00Box0382159B.pdf,English,http://documents.worldbank.org/curated/en/969231468148157922/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-443-forthcoming-annual-meetings,World Bank,World Bank Documents & Reports,conflict resolution,19458125,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 443 : forthcoming annual meetings,"Participations and Civic Engagement,Parliamentary Government,International Affairs,Post Conflict Reconstruction",https://documents.worldbank.org/curated/en/969231468148157922/pdf/853450IBRD44300PUBLIC00Box0382159B.pdf
World,1952-09-12,83480,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/203471468346145335/pdf/834800BR0IBRD70ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/203471468346145335/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-77-composition-of-Procedures-Committee-for-1952-53,World Bank,World Bank Documents & Reports,conflict resolution,18829849,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 77 : composition of Procedures Committee for 1952-53,"Post Conflict Reintegration,Participations and Civic Engagement,Post Conflict Reconstruction,Corporate Law,Civic Participation and Corporate Governance",https://documents.worldbank.org/curated/en/203471468346145335/pdf/834800BR0IBRD70ox0382087B00PUBLIC0.pdf
World,1952-09-12,83479,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/372511468179362524/pdf/834790BR0IBRD70ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/372511468179362524/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-76-officers-of-Board-of-Governors-for-1952-53,World Bank,World Bank Documents & Reports,conflict resolution,18830014,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 76 : officers of Board of Governors for 1952-53,"Participations and Civic Engagement,Parliamentary Government,Post Conflict Reconstruction,Corporate Law,Civic Participation and Corporate Governance",https://documents.worldbank.org/curated/en/372511468179362524/pdf/834790BR0IBRD70ox0382087B00PUBLIC0.pdf
World,1946-09-28,83365,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/587801468155113357/pdf/833650BR0IBRD30ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/587801468155113357/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-3-additions-to-agenda,World Bank,World Bank Documents & Reports,conflict resolution,18700191,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 3 : additions to agenda,"Participations and Civic Engagement,Parliamentary Government,Post Conflict Reconstruction,Primary Education",https://documents.worldbank.org/curated/en/587801468155113357/pdf/833650BR0IBRD30ox0382087B00PUBLIC0.pdf
Thailand,2013-09-13,RP1485,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/651521468171883315/pdf/RP14850RP0Expa000PUBLIC00Box379832B.pdf,English,http://documents.worldbank.org/curated/en/651521468171883315/Thailand-Expanding-Community-Approaches-in-Conflict-Situations-in-Southern-Thailand-Project-resettlement-plan,World Bank,World Bank Documents & Reports,conflict resolution,18298484,Resettlement Plan,FAILED,Thailand - Expanding Community Approaches in Conflict Situations in Southern Thailand Project : resettlement plan,"Climate Change Mitigation and Green House Gases,Hydrology,Global Environment,Crime and Society,Land Administration",https://documents.worldbank.org/curated/en/651521468171883315/pdf/RP14850RP0Expa000PUBLIC00Box379832B.pdf
World,2009-07-15,49972,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/697551468176655562/pdf/499720BR0MIGA11C0disclosed081141091.pdf,English,http://documents.worldbank.org/curated/en/697551468176655562/Resolution-on-standing-committees,World Bank,World Bank Documents & Reports,conflict resolution,10960964,Board Report,FAILED,Resolution on standing committees,"Social Policy,Legal Products,Judicial System Reform,National Governance,Government Policies,Public Sector Management and Reform,Public Sector Economics,Youth and Governance,Legal Reform,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction",https://documents.worldbank.org/curated/en/697551468176655562/pdf/499720BR0MIGA11C0disclosed081141091.pdf
Africa,2015-01-01,98902,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/169321468189569256/pdf/98902-WP-AFR-P148420-Box-393185B-PUBLIC-Extractives-FINAL.pdf,English,http://documents.worldbank.org/curated/en/169321468189569256/Responding-to-the-challenge-of-fragility-and-security-in-West-Africa-natural-resources-extractive-industry-investment-and-social-conflict,World Bank,World Bank Documents & Reports,conflict resolution,24919388,Working Paper,FAILED,"Responding to the challenge of fragility and security in West Africa : natural resources, extractive industry investment, and social conflict","Primary Metals,Mining & Extractive Industry (Non-Energy),Energy Demand,Energy and Environment,Energy and Mining,Global Environment",https://documents.worldbank.org/curated/en/169321468189569256/pdf/98902-WP-AFR-P148420-Box-393185B-PUBLIC-Extractives-FINAL.pdf
World,1950-09-14,83457,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/474401468154464523/pdf/834570BR0IBRD50ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/474401468154464523/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-59-composition-of-Procedures-Committee-1950-51,World Bank,World Bank Documents & Reports,conflict resolution,18826053,Board Report,FAILED,"International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 59 : composition of Procedures Committee, 1950-51","Participations and Civic Engagement,Parliamentary Government,Post Conflict Reconstruction,Corporate Law,Civic Participation and Corporate Governance",https://documents.worldbank.org/curated/en/474401468154464523/pdf/834570BR0IBRD50ox0382087B00PUBLIC0.pdf
Liberia,2004-10-13,85491,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/296971468055754694/pdf/854910IBRD56400PUBLIC00Box0382159B.pdf,English,http://documents.worldbank.org/curated/en/296971468055754694/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-564-transfer-from-surplus-to-fund-the-Trust-Fund-for-Liberia,World Bank,World Bank Documents & Reports,conflict resolution,19522253,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 564 : transfer from surplus to fund the Trust Fund for Liberia,"Tax Law,Post Conflict Reconstruction,Primary Education,Macroeconomic Management,Debt Markets",https://documents.worldbank.org/curated/en/296971468055754694/pdf/854910IBRD56400PUBLIC00Box0382159B.pdf
Albania,1991-10-15,82354,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/797551468203964215/pdf/823540BR0MIGA00ox0379861B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/797551468203964215/Multilateral-Investment-Guarantee-Agency-MIGA-Council-of-Governors-resolution-no-22-membership-of-the-Republic-of-Albania,World Bank,World Bank Documents & Reports,conflict resolution,18526447,Board Report,FAILED,Multilateral Investment Guarantee Agency (MIGA) Council of Governors resolution ; no. 22 : membership of the Republic of Albania,"Investment and Investment Climate,Parliamentary Government,Post Conflict Reconstruction,Debt Markets,Emerging Markets",https://documents.worldbank.org/curated/en/797551468203964215/pdf/823540BR0MIGA00ox0379861B00PUBLIC0.pdf
Namibia,1990-09-25,82350,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/717941468059665367/pdf/823500BR0MIGA00ox0379861B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/717941468059665367/Multilateral-Investment-Guarantee-Agency-MIGA-Council-of-Governors-resolution-no-18-membership-of-the-Republic-of-Namibia,World Bank,World Bank Documents & Reports,conflict resolution,18530993,Board Report,FAILED,Multilateral Investment Guarantee Agency (MIGA) Council of Governors resolution ; no. 18 : membership of the Republic of Namibia,"Investment and Investment Climate,Parliamentary Government,Post Conflict Reconstruction,Debt Markets,Emerging Markets",https://documents.worldbank.org/curated/en/717941468059665367/pdf/823500BR0MIGA00ox0379861B00PUBLIC0.pdf
World,2021-05-17,159148,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/455781621494175829/pdf/Multilateral-Investment-Guarantee-Agency-MIGA-Council-of-Governors-Resolution-no-110-Amendment-of-the-By-Laws-of-MIGA.pdf,English,http://documents.worldbank.org/curated/en/455781621494175829/Multilateral-Investment-Guarantee-Agency-MIGA-Council-of-Governors-Resolution-no-110-Amendment-of-the-By-Laws-of-MIGA,World Bank,World Bank Documents & Reports,conflict resolution,33093777,Board Report,FAILED,Multilateral Investment Guarantee Agency (MIGA) Council of Governors Resolution ; No. 110 : Amendment of the By-Laws of MIGA,Transport Services,https://documents.worldbank.org/curated/en/455781621494175829/pdf/Multilateral-Investment-Guarantee-Agency-MIGA-Council-of-Governors-Resolution-no-110-Amendment-of-the-By-Laws-of-MIGA.pdf
World,1991-04-21,82352,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/439581468169744111/pdf/823520BR0MIGA00ox0379861B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/439581468169744111/Multilateral-Investment-Guarantee-Agency-MIGA-Council-of-Governors-resolution-no-20-review-of-allocation-of-shares,World Bank,World Bank Documents & Reports,conflict resolution,18526115,Board Report,FAILED,Multilateral Investment Guarantee Agency (MIGA) Council of Governors resolution ; no. 20 : review of allocation of shares,"Parliamentary Government,Post Conflict Reconstruction,Debt Markets,Emerging Markets",https://documents.worldbank.org/curated/en/439581468169744111/pdf/823520BR0MIGA00ox0379861B00PUBLIC0.pdf
World,1959-10-01,83614,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/294551468164056238/pdf/836140BR0IBRD10ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/294551468164056238/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-136-International-Development-Association,World Bank,World Bank Documents & Reports,conflict resolution,19192062,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 136 : International Development Association,"Parliamentary Government,Post Conflict Reconstruction,Early Child and Children's Health,Corporate Law,Business Development Services",https://documents.worldbank.org/curated/en/294551468164056238/pdf/836140BR0IBRD10ox0382087B00PUBLIC0.pdf
World,1948-10-01,83434,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/571031468324005590/pdf/834340BR0IBRD30ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/571031468324005590/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-37-site-and-date-of-fourth-annual-meeting,World Bank,World Bank Documents & Reports,conflict resolution,18825528,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 37 : site and date of fourth annual meeting,"Parliamentary Government,Post Conflict Reconstruction,Public Sector Corruption & Anticorruption Measures,Corporate Law,Debt Markets",https://documents.worldbank.org/curated/en/571031468324005590/pdf/834340BR0IBRD30ox0382087B00PUBLIC0.pdf
World,1953-09-12,83487,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/435361468324862174/pdf/834870BR0IBRD80ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/435361468324862174/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-84-composition-of-Procedures-Committee-for-1953-54,World Bank,World Bank Documents & Reports,conflict resolution,18830640,Official publication,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 84 : composition of Procedures Committee for 1953-54,"Participations and Civic Engagement,Parliamentary Government,Post Conflict Reconstruction,Social Accountability,Corporate Law,Civic Participation and Corporate Governance",https://documents.worldbank.org/curated/en/435361468324862174/pdf/834870BR0IBRD80ox0382087B00PUBLIC0.pdf
World,2004-03-04,85482,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/790761468152702416/pdf/854820IBRD55700PUBLIC00Box0382159B.pdf,English,http://documents.worldbank.org/curated/en/790761468152702416/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-557-transfer-from-surplus-to-low-income-countries-under-stress-implementation-trust-fund,World Bank,World Bank Documents & Reports,conflict resolution,19523202,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 557 : transfer from surplus to low-income countries under stress implementation trust fund,"Tax Law,Post Conflict Reconstruction,Primary Education,Macroeconomic Management,Debt Markets",https://documents.worldbank.org/curated/en/790761468152702416/pdf/854820IBRD55700PUBLIC00Box0382159B.pdf
World,2007-01-10,85522,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/748811468154489369/pdf/855220IBRD58300PUBLIC00Box0382159B.pdf,English,http://documents.worldbank.org/curated/en/748811468154489369/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-583-transfer-from-surplus-to-replenish-the-low-income-countries-under-stress-implementation-trust-fund,World Bank,World Bank Documents & Reports,conflict resolution,19517455,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 583 : transfer from surplus to replenish the low-income countries under stress implementation trust fund,"Tax Law,Post Conflict Reconstruction,Primary Education,Macroeconomic Management,Debt Markets",https://documents.worldbank.org/curated/en/748811468154489369/pdf/855220IBRD58300PUBLIC00Box0382159B.pdf
World,1946-10-03,83378,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/465851468332347734/pdf/833780BR0IBRD10ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/465851468332347734/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-14-site-of-second-annual-meeting,World Bank,World Bank Documents & Reports,conflict resolution,18755928,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 14 : site of second annual meeting,"Parliamentary Government,Post Conflict Reconstruction,Public Sector Corruption & Anticorruption Measures,Corporate Law,Debt Markets",https://documents.worldbank.org/curated/en/465851468332347734/pdf/833780BR0IBRD10ox0382087B00PUBLIC0.pdf
World,2010-09-18,62011,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/822721468155707154/pdf/620110WP0Repre0BOX0361475B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/822721468155707154/Representational-models-and-democratic-transitions-in-fragile-and-post-conflict-states,World Bank,World Bank Documents & Reports,conflict resolution,14265915,Working Paper,FAILED,Representational models and democratic transitions in fragile and post-conflict states,"Conflict and Fragile States,Economic Theory & Research,Judicial System Reform,Industrial Economics,Economic Growth,Social Cohesion,Armed Conflict",https://documents.worldbank.org/curated/en/822721468155707154/pdf/620110WP0Repre0BOX0361475B00PUBLIC0.pdf
World,1963-09-30,109209,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/341581476791688745/pdf/109209-BR-PUBLIC-IDA39-PerJacobsson.pdf,English,http://documents.worldbank.org/curated/en/341581476791688745/International-Development-Association-IDA-Board-of-Governors-resolution-no-39-Per-Jacobsson,World Bank,World Bank Documents & Reports,conflict resolution,26871063,Board Report,FAILED,International Development Association (IDA) Board of Governors resolution ; no. 39 : Per Jacobsson,"Development Economics & Aid Effectiveness,Human Rights,Social Capital,Information Technology,Public Sector Management and Reform,Foreign Aid",https://documents.worldbank.org/curated/en/341581476791688745/pdf/109209-BR-PUBLIC-IDA39-PerJacobsson.pdf
World,1948-10-01,83435,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/295281468147839505/pdf/834350BR0IBRD30ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/295281468147839505/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-38-election-of-officers-of-Board-of-Governors-for-1948-1949,World Bank,World Bank Documents & Reports,conflict resolution,18825505,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 38 : election of officers of Board of Governors for 1948-1949,"Post Conflict Reintegration,Parliamentary Government,Post Conflict Reconstruction,Public Sector Corruption & Anticorruption Measures,Corporate Law",https://documents.worldbank.org/curated/en/295281468147839505/pdf/834350BR0IBRD30ox0382087B00PUBLIC0.pdf
World,1962-09-17,83644,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/434041468184151703/pdf/836440BR0IBRD10ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/434041468184151703/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-161-election-of-an-additional-Executive-Director,World Bank,World Bank Documents & Reports,conflict resolution,19257984,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 161 : election of an additional Executive Director,"Participations and Civic Engagement,Parliamentary Government,Post Conflict Reconstruction,Corporate Law,Privatization",https://documents.worldbank.org/curated/en/434041468184151703/pdf/836440BR0IBRD10ox0382087B00PUBLIC0.pdf
Uganda,2004-03-01,WPS3248,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/948741468778157488/pdf/wps3248Uganda.pdf,English,http://documents.worldbank.org/curated/en/948741468778157488/Incidence-and-impact-of-land-conflict-in-Uganda,World Bank,World Bank Documents & Reports,conflict resolution,4062296,Policy Research Working Paper,FAILED,Incidence and impact of land conflict in Uganda,"Social Policy,Legal Products,Judicial System Reform,Agricultural Economics,Common Property Resource Development,Gender and Development,HIV AIDS,Cholera,Communicable Diseases,Leprosy,Legal Reform,Legislation,Regulatory Regimes",https://documents.worldbank.org/curated/en/948741468778157488/pdf/wps3248Uganda.pdf
World,1960-09-26,83620,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/411021468334204100/pdf/836200BR0IBRD10ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/411021468334204100/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-142-1960-election-of-Executive-Directors,World Bank,World Bank Documents & Reports,conflict resolution,19221307,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 142 : 1960 election of Executive Directors,"Participations and Civic Engagement,Parliamentary Government,Post Conflict Reconstruction,Corporate Law,Privatization",https://documents.worldbank.org/curated/en/411021468334204100/pdf/836200BR0IBRD10ox0382087B00PUBLIC0.pdf
World,1946-03-16,83348,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/122951468327408465/pdf/833480BR0Bank00ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/122951468327408465/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-inaugural-meeting-resolution-no-1-appointment-of-a-temporary-secretary,World Bank,World Bank Documents & Reports,conflict resolution,18687326,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors - inaugural meeting resolution ; no. 1 : appointment of a temporary secretary,"Post Conflict Reconstruction,Decentralization,Hazard Risk Management,Early Child and Children's Health,Corporate Law,Civic Participation and Corporate Governance",https://documents.worldbank.org/curated/en/122951468327408465/pdf/833480BR0Bank00ox0382087B00PUBLIC0.pdf
World,1949-09-16,83445,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/824531468322747083/pdf/834450BR0IBRD40ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/824531468322747083/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-48-election-of-officers-of-Board-of-Governors-for-1949-1950,World Bank,World Bank Documents & Reports,conflict resolution,18825658,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 48 : election of officers of Board of Governors for 1949-1950,"Post Conflict Reintegration,Participations and Civic Engagement,Post Conflict Reconstruction,Corporate Law,Civic Participation and Corporate Governance",https://documents.worldbank.org/curated/en/824531468322747083/pdf/834450BR0IBRD40ox0382087B00PUBLIC0.pdf
Mexico,1951-09-14,83465,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/540171468051277355/pdf/834650BR0IBRD60ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/540171468051277355/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-65-place-and-date-of-seventh-annual-meeting,World Bank,World Bank Documents & Reports,conflict resolution,18829855,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 65 : place and date of seventh annual meeting,"Participations and Civic Engagement,Parliamentary Government,Post Conflict Reconstruction,Corporate Law",https://documents.worldbank.org/curated/en/540171468051277355/pdf/834650BR0IBRD60ox0382087B00PUBLIC0.pdf
World,1990-08-09,85337,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/615661468181777189/pdf/853370IBRD43700PUBLIC00Box0382159B.pdf,English,http://documents.worldbank.org/curated/en/615661468181777189/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-437-1990-regular-election-of-Executive-Directors,World Bank,World Bank Documents & Reports,conflict resolution,19457624,Official publication,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 437 : 1990 regular election of Executive Directors,"Participations and Civic Engagement,Parliamentary Government,Post Conflict Reconstruction,Corporate Law,Privatization",https://documents.worldbank.org/curated/en/615661468181777189/pdf/853370IBRD43700PUBLIC00Box0382159B.pdf
United States,1947-09-17,83394,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/772711468130802332/pdf/833940BR0IBRD20ox0382087B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/772711468130802332/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-26-site-of-third-annual-meeting,World Bank,World Bank Documents & Reports,conflict resolution,18825823,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 26 : site of third annual meeting,"Participations and Civic Engagement,Parliamentary Government,Post Conflict Reconstruction,Debt Markets",https://documents.worldbank.org/curated/en/772711468130802332/pdf/833940BR0IBRD20ox0382087B00PUBLIC0.pdf
World,1996-08-21,85426,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/336691468163447504/pdf/854260IBRD50500PUBLIC00Box0382159B.pdf,English,http://documents.worldbank.org/curated/en/336691468163447504/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-505-1996-regular-election-of-Executive-Directors,World Bank,World Bank Documents & Reports,conflict resolution,19523201,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 505 : 1996 regular election of Executive Directors,"Participations and Civic Engagement,Parliamentary Government,Post Conflict Reconstruction,Corporate Law,Privatization",https://documents.worldbank.org/curated/en/336691468163447504/pdf/854260IBRD50500PUBLIC00Box0382159B.pdf
North Macedonia,2001-04-30,85462,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/739451468271523714/pdf/854620IBRD539000PUBLIC00Box0382159B.pdf,English,http://documents.worldbank.org/curated/en/739451468271523714/International-Bank-for-Reconstruction-and-Development-IBRD-Board-of-Governors-resolution-no-539-transfer-from-surplus-to-Trust-Fund-for-the-Federal-Republic-of-Yugoslavia,World Bank,World Bank Documents & Reports,conflict resolution,19523577,Board Report,FAILED,International Bank for Reconstruction and Development (IBRD) Board of Governors resolution ; no. 539 : transfer from surplus to Trust Fund for the Federal Republic of Yugoslavia,"Tax Law,Post Conflict Reconstruction,Primary Education,Macroeconomic Management,Debt Markets",https://documents.worldbank.org/curated/en/739451468271523714/pdf/854620IBRD539000PUBLIC00Box0382159B.pdf
Kosovo,2000-12-01,35853,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/828931468047400418/pdf/358530SERBIAN010and0change01PUBLIC1.pdf,Serbian,http://documents.worldbank.org/curated/en/828931468047400418/Conflict-and-change-in-Kosovo-impact-on-institutions-and-society,World Bank,World Bank Documents & Reports,conflict resolution,6728171,Working Paper,FAILED,Conflict and change in Kosovo : impact on institutions and society,"Social Capital,Social Cohesion,Education and Society,Community Development and Empowerment,Children and Youth",https://documents.worldbank.org/curated/en/828931468047400418/pdf/358530SERBIAN010and0change01PUBLIC1.pdf
